avg. reported cases,avg.deaths per year,target_deathrate,incidence rate,Avg. income,poverty percent,male age,female age,percent married
27,14,179.9,340.7,30264,38.9,36.1,46.2,34.6
169,54,144.6,469,42126,16.9,42.9,46.1,62.7
409,178,182.8,415.7,43731,20.7,33.2,36.6,52.2
49,21,195,451.7,32722,30.7,38.9,41.2,39.7
69,32,210,481.7,32042,26.7,43.1,46,42.7
57,21,178,463.9,34512,23.2,40.8,44,45.2
113,40,160,434.6,40382,22.6,39.6,41.2,48.3
911,343,147.6,402.7,51887,18.1,40.4,42,47.9
4646,1562,135,425.2,73985,9.8,35,39,50.2
326,130,149.4,392.2,58883,12.3,40.3,43,51.8
734,247,139.9,418.3,64916,13.1,38.7,40.9,50.2
1757,561,151.6,469,57908,11.6,35,36.6,53.6
27,7,121,431.7,40777,14.9,51.2,51.3,55.3
297,118,151.5,378.7,44324,17.4,31.8,33.5,51.6
30,12,143.2,363.9,45504,13.4,38.9,40.3,64.5
61,28,222.2,468.9,46277,15.7,45.4,45.5,52.3
183,68,155.8,422.8,47292,15,32.9,32.9,58.9
89,21,94.4,380.7,63490,10.6,42.4,43.6,59.8
48,14,163.9,507.4,50874,15.6,52.9,50.8,56.9
256,100,175.5,454.1,45193,16.2,46.6,47.6,57.8
409,134,137.4,420.4,51440,15.5,32.1,32.8,56.8
57,24,161,394.4,42720,16.7,43.7,43.8,61.2
13,4,107.2,351.1,42907,14.8,40.9,40.9,56.6
792,271,154.8,458.6,43489,18,32,33.6,53.8
35,15,184.5,431.8,55770,11.5,36.1,37.5,66.1
81,32,133.7,345.3,45078,15.6,30.9,33.2,60.1
61,24,164.7,439.7,41304,16.6,47.5,51.9,55.4
29,11,160.5,447.3,42704,15.7,50.4,52.3,62.7
116,40,180,498.1,45049,14.4,29.9,31.5,59.8
45,18,136.3,360,50545,10.8,32,32.9,65
53,20,140.9,383.5,45578,15.1,35.5,37.2,65.3
122,47,190,533,41688,15.9,40.9,47.4,52.2
81,28,151.5,460.6,44669,17.1,35.3,37.2,59.1
97,41,162,375.5,39551,16.3,47.5,50.4,58.4
88,30,136.4,402.5,52428,11.5,31,31.2,61.8
92,31,147.6,441.3,46513,15.7,31.8,32.5,59.9
777,291,173.4,475.2,49061,12.9,37.6,41.3,55.3
134,50,148.9,395.9,43482,19.9,27.6,29.9,45.5
55,20,142.6,435.5,37869,18.2,51.2,51.2,57.8
33,12,185.6,538.6,39918,13.7,46.7,49.2,55.6
22,7,145.9,460,44046,14.1,34.2,33.6,59.5
74,22,125.2,376.2,36065,27.1,23.8,22.3,53.6
92,39,163.5,405.3,46332,16.8,34.6,37,60.3
245,102,180.1,466.9,46214,14.6,39,43.7,50.4
19,8,141,349.5,46503,13.9,38.4,39.6,61
56,19,152.5,446.4,38478,23.6,37.4,37.7,51
120,45,166,457.5,45533,14.2,36.2,40.7,55.5
30,9,114.3,385.5,48048,15.7,33.4,34.4,55.5
95,44,225.1,497.6,36577,18.9,46.3,47.7,55
25,8,114.2,376.2,57644,11.6,35.2,35.3,52.9
399,144,165.4,471.4,44236,14.5,33.5,35.4,55.7
54,18,131.6,410.8,49380,11.7,49.4,49.4,50.9
72,28,173.6,481,35955,17.8,43.6,45.6,54.4
403,158,167.4,467.4,46061,14.2,39.1,42.4,52.6
44,20,181.1,398.4,30699,35.6,38.1,42.2,37.8
104,39,171.7,492.1,49886,16.2,38.8,41.6,47.5
245,87,163.7,447.8,58792,10.2,37.3,39.2,55.1
37,12,165.8,520.2,50225,14.2,36.5,41.2,37.9
229,87,172.2,486.3,52138,13.1,42.4,44.4,55.4
35,12,152.3,493,49689,12.1,45.7,48.2,65.4
115,50,194.4,502.6,50750,12.6,46.3,48.5,56.1
74,33,195.3,448.2,46289,13.2,37.1,41.2,51.1
781,267,152.5,450.2,47966,22.6,28.2,30.7,39.3
245,95,196,535.2,46870,14.4,40.4,44.3,51.1
100,45,199.1,467,50645,13.9,42.1,44,57
97,37,190,521,45709,13.6,42.1,44.4,56.5
210,78,167,475.8,60556,9.9,38.5,42.2,53
267,108,176.1,464.1,41319,22.9,32.5,34.1,42
24965,9445,177,470.8,55058,17.1,34.7,37.1,41.9
139,52,191.5,536.7,45889,15.2,40.8,44.7,52.9
69,30,201.4,489,49567,12.2,40.7,42.7,56.1
437,155,171.7,485.5,56536,14.7,29.9,30.9,41.4
109,43,195.5,512.9,55193,10.9,40.9,44.7,56.5
114,44,177.5,475.1,52526,10,37.6,39.4,57.7
4427,1457,152.7,461.9,80037,7.9,37.4,40.2,55.6
118,48,177,461.5,45485,15.1,41.9,45.1,56.3
48,19,189.9,517.6,46894,11.6,41.6,44.9,55.1
748,187,129.9,480.8,86413,6.3,37.3,38.4,62.6
140,58,198.3,493.5,38055,24.4,39.6,42.8,52.6
3906,1311,165.3,476.5,55516,17.4,33.9,35.7,38.3
156,51,136.4,408.2,40010,19.7,44.2,45.9,59.3
18,9,211.1,488.4,39643,19.4,38.6,43,54.7
432,168,168.9,449.1,46737,19.3,39.5,41.5,48.9
266,105,191.7,478.8,43880,17.8,35.5,38.6,53.8
124,58,199.1,434.1,35237,26.2,36.7,41.2,47.3
115,43,177.8,464,42823,24.4,45.8,49.4,52.7
2732,808,146.1,439.6,59858,13.4,33.3,35.6,52.2
244,94,180.5,477,40994,15.3,38.1,39.3,53.7
844,270,153.5,482.4,52238,16.8,34.4,36.6,52.2
43,20,160.6,349.7,26309,35.3,41.2,47.8,30.2
162,69,213.9,500.5,40387,18.8,37.9,41.4,55.2
160,51,139.4,417,66249,9.5,42.2,44,56.7
146,61,166.4,425.6,38564,21.4,40.8,44.7,52.9
62,24,178.8,475.7,41348,19,39.7,40.5,52.2
825,280,175.9,477.6,60388,13.7,34.9,37.5,50.6
576,225,174,437.6,53027,17.2,33.3,36.1,51.7
50,23,192.8,434.9,35955,25.3,35.5,41.8,47.3
303,124,213.2,493.1,51931,13.5,37.5,38.9,56.7
73,25,169.3,476.7,41818,18.2,38.4,40.8,53.8
68,29,171.6,411.6,35235,24.8,36.1,36.1,54.9
93,44,211.2,461.6,30835,26.4,36.1,41.1,41.6
41,22,215,409.5,30678,34.6,36.1,46,37.6
46,20,167.8,384.8,29818,30.4,39.1,40.7,42
150,50,162.1,472.1,51749,14.5,37.8,40.7,52.5
103,42,204.1,506.7,40339,21.3,39.1,37.9,45.3
43,20,209.2,429.4,37113,23.9,34.2,33.2,48.5
253,98,169.7,451.7,35807,25.4,37.1,39.7,45
132,44,192.8,520.4,64533,11.8,35.9,37.3,56.4
185,65,170.3,425.5,41682,17.2,26.5,28.9,54.1
42,21,196.7,383.2,39484,17.9,46.2,47.8,46.5
41,20,180.9,366.5,43193,21.9,31.3,31.1,47.6
457,167,180.9,485,38887,24.5,28.4,30.4,40.6
169,50,158.1,536.1,44653,18.6,35.5,36.6,47.5
116,53,219.5,467.6,37413,27.6,37.1,38.7,48.4
69,28,143.9,351.3,37603,23.3,46.8,47.6,47.8
74,34,214.9,460.3,29430,34.1,40.1,42.7,34.5
168,71,227.2,534,45557,19.7,39.6,40.6,50.8
39,17,159.3,373.2,36055,25.9,41.4,42.1,44.1
125,49,173.9,456.9,37243,23.6,40.4,43.8,48.7
36,17,200.8,450.6,35276,25.1,40.3,43.7,49.6
131,46,179.7,511.7,32711,32.6,35.3,40.5,39.8
145,45,139.2,461.6,53542,14.8,39.9,43.9,51.1
43,15,163.1,437,36436,22.4,36.6,41.6,45.1
106,39,172.3,471.5,50295,15,44,42.3,53.8
176,77,204,453,40976,18.7,36.4,38.3,54.4
947,362,190,504.8,41783,21.9,31.5,35.5,39.5
431,161,182.4,476,48058,19.4,33.5,37.2,44.4
157,45,140.8,465.6,80631,7.9,38.5,40.6,61.2
81,27,150.6,455.9,46840,15.8,41.4,43.3,52.6
542,173,173.2,495.4,63964,10.7,34.1,35.8,57.5
135,60,222.3,487.9,40550,21.7,33.1,35.5,44.7
196,68,176.4,512.6,51047,12.3,44.2,45.5,62.8
100,48,219.8,469.3,40526,18.9,36.2,40.3,50.2
90,41,224.3,472,50395,13.7,38.5,39.7,56.2
51,20,127.1,341.5,36128,23.9,39.9,41.6,41.2
129,55,186.9,438.7,42125,18.9,45.1,46.2,58.7
20,10,250,527.2,29477,29.5,46.8,52.2,40.2
114,44,169,466.6,38449,20.6,47.1,48.7,55.1
38,13,127,374.8,25807,36.3,35,44,40.7
903,392,197.6,453.5,36012,26,31.6,35.6,35.2
373,131,162.1,437.7,48287,17.3,35.6,39.3,46.4
19,8,151.3,358,39601,20.1,38.1,38.5,53.4
82,39,214.9,475.8,34012,26.2,37.8,41.7,45.1
56,23,180.1,446.2,37672,26.4,44.6,45.5,46.9
361,139,196.2,511.1,35555,27.4,36.3,40,44.8
158,70,213.1,476.6,36870,20.9,40,42.2,54.9
35,15,228.8,512.8,27635,39.4,33.8,46.3,23.1
158,63,181.7,460,34017,33.9,32.6,36.6,37.6
1962.667684,19,178,453.5494221,46495,12.8,47.6,50.4,63.2
1962.667684,100,151.9,453.5494221,49513,17.9,29.3,31,43.6
1962.667684,65,161.5,453.5494221,52272,8.9,42,45.2,55.4
1962.667684,83,187.8,453.5494221,53291,12.1,40.6,41.8,50.6
1962.667684,111,148.8,453.5494221,88500,4.8,36.1,37.6,62.3
1962.667684,76,168.1,453.5494221,45179,15.7,48,48.6,61.1
1962.667684,33,167.2,453.5494221,51274,11.5,42.5,44.3,56.4
1962.667684,82,149,453.5494221,75122,6.2,38.7,41.4,57.2
1962.667684,98,161,453.5494221,55560,13.3,32,32.9,49.6
1962.667684,23,184.9,453.5494221,43674,17.8,41.5,43.7,57.1
1962.667684,11,128.7,453.5494221,48593,10.4,50.5,52.6,63.3
1962.667684,32,153.8,453.5494221,48176,12.9,42,44.2,57.7
1962.667684,160,176.7,453.5494221,50162,10.9,42.7,44.5,56.3
1962.667684,571,154.4,453.5494221,76269,7.3,36.5,38.6,55.2
1962.667684,32,153.6,453.5494221,68777,7.6,36.9,39,59.6
1962.667684,91,160.9,453.5494221,52298,9.6,42.4,45.9,59.8
1962.667684,40,158.9,453.5494221,48163,13.5,44.1,48.3,57.4
1962.667684,50,152.7,453.5494221,52444,11.6,41.7,44.4,59.1
1962.667684,84,164.1,453.5494221,47203,12.5,43.1,46.4,52.7
1962.667684,106,161.6,453.5494221,60869,9.6,41.3,44.4,55.8
1962.667684,17,159.9,453.5494221,48179,10.5,44.5,48.2,60.1
1962.667684,1854,156.8,453.5494221,64490,13,35.3,37.2,47.2
1962.667684,40,141.8,453.5494221,59900,8.4,43.6,46.4,58.1
1962.667684,51,156,453.5494221,47944,12.2,47.7,48.4,62.6
1962.667684,72,177.3,453.5494221,65342,7.8,37.8,40.4,53.6
1962.667684,123,177.7,453.5494221,48525,14.7,44.6,47.1,58.5
1962.667684,22,130.4,453.5494221,53700,9.8,42.7,44.3,59.4
1962.667684,35,162.2,453.5494221,48908,13.8,42.9,44.5,54.9
1962.667684,85,147.5,453.5494221,57405,11.5,37.7,42.2,57.7
1962.667684,14,168.3,453.5494221,50372,9.9,46.7,49.6,54.7
1962.667684,37,173.3,453.5494221,44113,15.3,46.9,47.9,55
1962.667684,20,145.6,453.5494221,48245,10.4,47.8,51.6,61.2
1962.667684,32,164.5,453.5494221,52381,10.5,50,50.5,62.3
1962.667684,11,172.7,453.5494221,44727,10.7,51.3,48.7,52.3
1962.667684,56,166.9,453.5494221,61665,8.9,41.2,41.3,58.4
1962.667684,17,146.8,453.5494221,48449,10.2,45.1,48.4,59.1
1962.667684,49,163,453.5494221,53552,11.5,33.8,36.5,51.3
1962.667684,81,175.4,453.5494221,60114,7.9,38.7,42,56
1962.667684,15,215.7,453.5494221,39926,19.6,35.6,37.3,46.3
1962.667684,22,148.2,453.5494221,54433,9.6,43.2,44.3,59.4
1962.667684,58,162.5,453.5494221,52042,12.2,44.4,47.6,54.9
1962.667684,48,151.2,453.5494221,54354,10,41.8,42.2,60.4
1962.667684,63,190,453.5494221,48434,12,38.9,41.7,51.9
1962.667684,74,169.5,453.5494221,50685,11.8,40,42.5,57.5
1962.667684,88,155.6,453.5494221,47537,12.1,37.7,40.8,53.1
1962.667684,25,156.4,453.5494221,52219,9.6,46.7,48.5,61.4
1962.667684,47,133.3,453.5494221,61279,10.2,35.6,35.7,50.8
1962.667684,40,138.1,453.5494221,50684,13,35.6,37.6,54.1
1962.667684,19,169.9,453.5494221,51597,13.4,44.4,47.1,56.2
1962.667684,224,142.2,453.5494221,69430,9.8,35.8,37.7,55.2
1962.667684,148,156.9,453.5494221,51510,11.2,45.4,48,60.2
1962.667684,31,174.2,453.5494221,50905,9.3,36.6,40.3,49.7
1962.667684,63,161.7,453.5494221,42157,17.5,42.3,45.3,51
1962.667684,26,173,453.5494221,47164,12.2,39.9,44.5,59.2
1962.667684,78,184.4,453.5494221,50175,12.7,36.9,41.5,52.8
1962.667684,28,154.5,453.5494221,51343,10.4,44.4,48.6,63
1962.667684,903,166.5,453.5494221,55070,16.5,33.5,35.7,44
1962.667684,9,157.6,453.5494221,48188,9.2,41.5,42.9,57.5
1962.667684,46,180.7,453.5494221,49934,12.4,41.7,45,54
1962.667684,42,176.5,453.5494221,54386,11.3,43.5,45.5,57.1
1962.667684,114,168.4,453.5494221,60317,13,35,37.4,49.2
1962.667684,23,147,453.5494221,55352,9.6,40.3,42.4,61
1962.667684,30,158.2,453.5494221,53838,9.2,41.1,41.3,59.7
1962.667684,493,184.8,453.5494221,49714,17,39.4,42.7,47.7
1962.667684,148,153.9,453.5494221,91688,5.5,35.2,35.9,60.3
1962.667684,119,170.5,453.5494221,76512,7.2,34.9,35.7,57.2
1962.667684,37,181.7,453.5494221,59893,9.2,40.1,42.7,58.3
1962.667684,239,153.7,453.5494221,55832,13.4,33,34.8,50
1962.667684,65,145.9,453.5494221,57850,10.9,39.1,40.2,55
1962.667684,20,146.2,453.5494221,55292,14.2,31.4,33.9,51.3
1962.667684,27,162.3,453.5494221,51032,10.8,43.5,45.8,57.5
1962.667684,49,147.2,453.5494221,43287,17.8,42.1,44,58.7
1962.667684,10,132.3,453.5494221,49536,12.2,47.1,49.5,62.9
1962.667684,48,160.2,453.5494221,58752,7.3,43.1,44.7,61.8
1962.667684,41,187.9,453.5494221,41909,15.8,41.6,44.7,52.2
1962.667684,40,163,453.5494221,54183,10.1,38.2,39.6,56.8
1962.667684,347,152.1,453.5494221,84113,6,37.8,40,57.2
1962.667684,28,159.7,453.5494221,48658,10.4,38.1,41.2,55.4
1962.667684,12,122.5,453.5494221,54536,10.3,41.9,45.7,56
1962.667684,98,166.8,453.5494221,49365,15.8,33.8,33.9,45.1
1962.667684,174,165.2,453.5494221,76489,6,35.3,36,60.5
1962.667684,25,151.9,453.5494221,51028,11.2,40.7,45.1,58.8
194,89,212.3,470,32327,32.9,38.2,44.1,37.8
201,87,187.8,441.3,35180,21.8,37.4,42.2,50.8
78,33,171.8,425.1,30668,23.2,42.6,47.9,44.8
104,52,200.3,423,32521,23.6,40.4,41,46.7
38,22,208.7,355.2,30665,25.6,40,39.7,47.4
173,87,241.9,476.3,29297,34,32.4,36.8,31.1
98,43,228.6,527.3,33141,25,38.3,42.6,47.8
57,28,191.7,401.5,38219,17.9,43.4,47,53.1
106,40,198.9,521.3,31616,24.7,36,39.3,43.4
38,18,151.2,339,34548,24.2,41.8,44,46.8
43,18,175.9,432.6,26083,42.6,30.7,33.6,26.2
100,41,191.4,466.5,34910,22.4,40.4,42.6,48.7
104,47,187.5,427.7,33939,28.4,37.7,39.3,44.2
120,70,266.7,460.1,28647,35,31,35.2,31.4
169,65,194.9,513.2,35314,26,36.1,39.5,43.7
107,48,205.1,461.3,31835,26.5,36.5,38.7,44.7
646,281,193.9,428.8,58479,10.1,34.8,37,52.3
378,152,209.2,526.5,36808,26.4,31.1,32.8,38.9
88,40,261,561.4,29090,26.8,39.2,40.5,59.2
4320,1623,191.1,519.9,48264,16.8,36.4,39.7,43.7
244,91,186.9,500.6,51227,14.7,35.8,38.1,55.1
139,69,246.4,507.4,34271,25.6,40.5,41.6,57.1
788,311,195.8,487,54728,15.5,35.6,37.4,46.6
87,41,216.8,457.3,27709,33.7,40.3,41,49.2
209,85,224.6,560.5,26048,34.9,37.8,40.7,47.5
86,35,192.6,505.2,40312,18,39.5,42.7,49.4
345,138,216.7,531.7,34678,24.7,37.8,39.4,52.9
98,49,269.2,524.8,32835,25.9,39,41.3,57.2
48,25,275.9,528.6,25473,35,39.9,45.1,44.6
76,36,262.7,558.3,27777,33,40.6,42.8,49.5
156,67,226.5,527.4,28574,30.1,41,42.8,55.2
81,39,239.3,492.5,30217,34.4,40.5,41,55.1
152,59,199.1,523.1,35368,27.6,39.1,41.9,53.9
78,30,211.7,578.6,42892,14.1,45.6,46.2,61.1
175,68,206.8,538,41150,16.9,39,41.8,52.2
63,27,202,482.7,43067,15.4,45.5,52.2,46.9
409,150,168.9,484.1,41216,17.5,41.2,43.7,49
107,51,265.8,547.8,24265,47,37.2,40.4,47.4
65,28,215.1,525.3,42288,16.9,40.1,43,60.1
423,164,205,523.5,44358,19.7,33.2,34.8,44.8
81,31,221.5,554.7,29421,30.2,39.9,41.7,52.6
110,44,193.4,510.2,39089,21.8,38,39.6,49.9
221,85,185.3,496.5,45596,13.1,43.7,46.1,59
71,36,270.4,529.6,27484,40.6,35.6,41.8,51.4
121,53,248.1,578.9,40260,18.6,39.3,42.6,53.3
147,60,225.1,538.4,52377,12.6,36.9,36.5,57.1
43,19,229.5,548.3,30828,27.1,40.6,42.8,53
143,57,206.3,536.1,43945,17.6,40.7,44.7,56.4
63,28,218,492.1,30460,25.2,42.2,44,58.4
74,33,227.9,511.5,30172,26.2,40.2,44.3,55.9
152,61,205.9,518.9,41139,20.8,36.7,41.1,48.4
77,36,242.8,498.8,30872,30.4,39.4,42.9,51.9
190,85,207.1,472,38916,21.6,39.5,43.1,55.2
252,85,185.4,551.5,54540,12.7,36.4,39.5,54.7
49,23,267.6,552.9,37061,19.4,39.9,43.3,54.6
153,65,222.1,533.6,38261,19.7,38.3,41.3,57.2
301,85,163.6,519.6,92097,5.5,39.2,39.9,57.5
67,21,159.8,514.8,43626,17.4,41.6,41.8,54.5
31,16,263.1,493.7,23047,45.1,42.6,43.9,52.7
81,31,188.1,497.1,47023,15.6,40.7,42.2,55.5
192,93,280.8,579.2,31265,27.5,40.2,41.8,53.6
400,182,238.4,518.3,32666,27.4,40.1,42.3,54.6
91,40,292.5,630.4,32783,26.7,38.1,38.9,45.4
418,178,219.5,523.2,32767,26,40.8,43.3,52.1
17,9,274,530.3,37281,23,47.3,46.3,53
110,47,228.1,524.4,33789,24.1,41.3,42.3,55.3
125,54,235.2,540.5,37287,23.4,30.9,33,41.6
110,52,214.9,471.5,33623,26.3,41,44.2,49.9
215,72,179.6,507.3,61989,10.9,35.3,36.4,55.6
219,69,155.7,486.6,57447,12.8,38.3,38.8,55.7
114,46,225.7,563.4,45269,15,37.7,41.8,52.4
92,30,180.9,530.2,67437,8.8,40.7,40.3,64.1
157,64,205,524.1,34633,26.7,37.5,40.7,45.6
63,25,183.7,453.4,40002,19.3,36.1,38.2,53.7
94,44,214.9,462.8,44676,15.8,44.2,45.5,56.6
53,22,228.4,540.3,46708,16.2,39.8,41.6,60.3
77,33,195.5,457.7,44119,18.9,33.7,42.2,47.9
522,208,192.7,483.8,48925,18.3,31.9,33.8,47.2
66,27,180.2,463,39983,19.7,39.1,42.5,52.6
128,55,202.2,480.4,30619,26.2,41.2,44.1,48.7
83,36,213.7,508.3,43024,17.3,38.2,42,56.5
217,96,240.1,531.3,31086,29.8,35.6,38.1,48.4
50,23,259.5,570.6,25768,36.2,40.6,42.6,49.7
142,53,182.8,485.2,57067,11.2,40.8,42.7,56.7
323,151,230.5,492.7,40269,22,34.7,37.2,47.3
123,54,201.6,450,36852,22.5,37.6,40.4,41.6
455,151,170,484.5,67299,13.7,33.8,35.8,54.4
120,51,188.9,450.6,46317,17.8,37.9,40.7,49.1
242,111,228,501.8,34022,25.5,36.9,39.6,44.8
178,75,198.3,463.7,43918,18.9,35.9,39.3,55
18,7,153.9,405.8,27512,37.3,37.5,43.4,38.4
886,291,165.3,452.9,42985,22.9,30.4,34.1,35.8
33,13,190,442.3,31577,28.5,35.1,38.5,41.9
2864,853,151.9,470.3,66970,13,34.9,37.1,51.2
175,78,189.2,418.6,33125,28.1,34.1,36.7,41.7
220,89,184,463.3,33509,26.5,34.4,36.8,47.2
494,181,156.9,409.8,68067,9.5,35.4,37.6,57
89,35,183.4,483.1,32408,26.1,35.6,37.5,50.2
555,199,169.3,453.6,60809,12.5,36.9,38.4,57.8
71,28,197.9,468.9,43111,19.9,42.6,44.5,48.8
113,47,164.9,408.9,31176,32.5,35.6,40.3,45.3
83,47,238.2,423.9,42953,16.4,39.9,41.5,57
124,45,179,473.3,57491,11.8,41.2,42.1,57.1
130,64,198.3,407.8,33968,27.7,34.1,40.6,43.4
2841,914,157.4,462.8,50597,20.4,33.8,36.4,38.2
110,47,190.6,448.2,32293,25.9,37.4,42.9,44.9
57,21,124.3,337.1,31103,30.4,38.9,43.2,40.3
486,187,194.2,501.8,32150,31.7,32.6,35.7,33.6
519,185,175.3,462.3,54581,14.2,34.5,36.9,47.7
65,28,200.4,476.1,34906,29.9,38.5,42,39.2
19,5,126.4,538.1,34444,27.1,37.2,33.9,52.1
230,87,201.7,492,61195,11,34.9,37.2,55.1
116,47,176.8,454.2,35351,21.4,39.9,42.9,48.1
111,52,205,438.2,30119,32.7,35.1,38.8,41.7
54,24,194.4,444.5,33293,26.6,35.5,35.1,47.6
163,71,182.8,448.7,37813,19.6,49.6,50.5,55
554,168,140.8,455.4,79069,6.9,42,44.2,60
296,124,165.7,409.2,46867,15.8,42.4,45.1,51.6
100,43,202.2,491.6,34553,20.6,42.7,44.3,61.6
108,64,209.1,356.3,36482,20,39.5,43.1,46.6
81,36,174,388.5,36642,24.9,37.6,39.8,50.1
32,15,213.5,403.2,31740,26.5,34.8,34.9,49.8
48,24,192,378.7,34201,25.9,35.6,37.9,53.5
21,6,127.6,488.4,43115,27.3,40.7,44.1,47.7
212,86,186.1,445.9,37008,29.5,34.6,33.6,34.6
85,26,138.7,433,46018,16.9,40.3,40.5,57.1
281,114,192,457.7,49698,13,32.9,36.2,52
94,43,218.3,471.1,31081,28.5,38.1,39.1,42.6
529,238,194.4,449.5,41324,18.7,39.4,42.7,52.4
94,40,180.7,426.9,35078,26.7,37.1,41.4,51.1
796,333,199.3,480.8,36014,28.2,34.1,37.5,37.7
58,25,162.6,393.3,40454,23.2,35.8,38.9,41.1
80,41,210.8,411.4,36865,21.7,37.7,39.6,53
95,32,159.3,469,32903,28.8,38.9,44.8,46.9
135,54,208.9,490.5,66556,11.9,34.3,35.9,57.8
236,101,184.2,418.9,36315,31.4,25.5,27.9,38.1
114,50,203.3,470.4,35055,31.1,34.4,37.2,42.9
130,60,240.6,508.7,41505,21.3,35.9,41.1,46.6
33,12,162.8,488.6,30760,38.5,36.5,41.3,33.6
198,78,193.3,487.4,41574,16.6,40.8,42.5,54.4
191,73,173.3,440.7,51793,12,29.6,34.6,55.3
48,23,174.8,372.4,31829,29.1,36,37.4,44.9
505,199,194.5,481,43442,22.9,33.2,35,46.6
284,116,161,397.6,50728,12.6,36.6,40.4,55.9
44,22,170.6,331.3,34312,29.5,40.3,42.2,45.9
1258,473,168.8,455.8,50154,17.9,32.8,35.8,41.1
24,9,220.6,510.8,45933,18.8,23,24.5,46.8
144,62,203.9,471.1,34830,21.1,38.2,42.4,46.9
396,141,161.9,461.8,31487,37.8,26.2,26.7,29.9
291,120,175.4,429.9,45567,17.5,39.6,41.9,59
482,219,192,406.9,41256,25.2,29.2,31.7,43.6
411,143,159.7,456.5,51175,13.6,37.5,40.4,54.6
67,28,211.9,507.2,30675,31.4,37.8,41.2,34.8
109,53,214.8,442.6,28518,32.1,35.6,38.8,29.7
1549,578,164.7,437.1,58833,14.2,36.4,39.3,49.8
122,52,190.3,458.4,32977,25.6,41,43,44.4
191,81,189.8,460,37707,20.2,42.9,44.7,57.6
473,213,192.7,437.9,36536,22,37.4,40.2,52.7
2134,925,205.1,475.8,42943,19.6,35.7,38.3,44.8
126,54,187,444.1,34733,25.3,39.3,41.8,45.8
62,22,176.2,488.8,26580,35.1,37.9,40.6,28.9
1023,442,189.8,438.8,43054,22.5,33.5,36.6,39.5
653,258,184.9,472.8,45082,15,38,41.4,51.4
70,30,230.7,555.6,27403,46.9,35.3,38.5,27.8
110,48,178,424.5,31933,25,41.5,43.7,43.8
153,62,183.3,455.1,31844,26.4,30.1,32.8,39.8
139,56,181.2,465.9,36939,20.4,42,44.4,53.1
280,121,212.3,494.1,35585,20.9,33.2,36.2,44.1
408,168,183,438.3,50571,14.3,39.1,41,55.6
875,288,154.8,452.9,69432,9.6,37.2,38.6,57.4
70,35,216.2,433.9,25413,38.1,36,38.7,29
452,191,197.4,465.9,39999,22.5,40.1,41.5,47
248,111,200.5,454.4,36779,21.3,42.4,43.3,50.2
875,327,179,479.9,46892,18,30.4,33.2,42.1
429,199,231.3,495,37245,23.5,41.4,43.6,51
95,44,212.2,459.4,41321,18.5,38.9,43.3,52.4
70,32,221.7,500.5,24035,33.7,37.5,42.2,33.2
148,67,203.4,454.6,35528,20.1,43.3,44.7,52.7
8,3,203.3,201.3,68387,9.9,38.8,32.9,40.6
1085,352,167.5,453.3,75200,10,31.7,33.4,47.7
37,20,218.8,338.2,45808,23.8,27,26.5,39
654,267,191.9,475.9,41123,20.5,37.5,40.6,48.2
16,7,216.6,409.2,51082,17.5,31,28.5,40.7
307,105,177.2,424.4,67801,9.5,29.6,31.3,49.7
13,4,126.3,413.3,67260,9.8,45.6,45.3,55.3
119,41,166.3,390.1,80835,7.9,36.6,37.4,48.7
266,96,168.1,441.4,62532,11.5,40,41.1,51
63,25,205,477.3,57776,12.4,37.9,39.4,48.1
43,15,181.9,416.6,67972,8.3,31.4,33.3,52.4
357,127,184.3,469.3,73981,10.7,34.3,34.9,52.3
34,17,277.6,499.3,47160,26.1,28.4,27.3,35.9
26,12,256.9,501.1,75682,11.5,36,28.7,46.7
228,95,208.5,510.7,34116,21.3,41.5,43.9,43.9
20,9,199.3,373.5,65192,23.2,26.4,25.8,37.2
28,13,150.1,298.1,65765,8.6,38.2,39.6,51.2
27,11,184.3,372.9,59641,13.8,37.7,35.1,54
36,13,191.4,417.3,73998,9.9,36.4,36.8,46.5
27,11,206.6,475.1,36708,25.7,35.4,34,37.8
186,95,142.1,269.9,32366,33.1,32.3,34.4,34.8
583,267,154.6,350.1,45025,18.7,38.2,41.8,50.4
399,130,119.8,348.4,48653,21.3,30.7,31,41.2
290,147,163.3,339.2,37677,24.4,47.4,50.1,50.9
137,60,174,395.7,46046,20,32.5,31.7,45.7
158,69,191.2,432.6,38013,18.6,44.6,46.2,62.1
32,14,161.2,364.5,59416,10.3,32.5,34,49.6
129,54,126.1,332,32533,22.8,54.8,54.9,54.1
15470,5780,146.6,401.4,53929,17.1,34.5,36.8,47.1
1424,672,196.6,444.9,37704,20.8,48.3,50,49.5
370,167,146.8,325.3,35457,28.5,34.5,37,45
4415,1916,155.5,379.1,45871,18.7,36.5,39.7,44.9
1342,558,133.5,330.9,49876,17.6,36.9,38.5,49.9
149,68,132.8,296.2,37465,23.6,33.5,38.9,53.1
1373,595,156.6,389.4,44145,15.6,49.9,52.7,53.5
752,291,126.8,343,39700,22.6,32.3,35.8,55.7
383,155,182.4,468.5,38878,22.1,37.2,40.1,44.6
101,49,205.4,422.5,33644,23.8,37.6,42.3,42.7
1691,648,178.6,473.8,42830,17.6,41.8,44.5,50.1
105,47,179.1,408.6,37715,24.5,35.4,38.6,44.2
